material_id,formula,pbe_bandgap,es_bandgap,bandgap_difference,is_gap_direct,space_group,crystal_system,structure_cif
mp-2699756,Na2CoO3,0.1,0.1,0.0,False,2,Triclinic,"# generated using pymatgen
data_Na2CoO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.52316339
_cell_length_b   5.92534897
_cell_length_c   6.10408177
_cell_angle_alpha   107.66018156
_cell_angle_beta   102.01855196
_cell_angle_gamma   93.57355563
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na2CoO3
_chemical_formula_sum   'Na4 Co2 O6'
_cell_volume   184.48360582
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.01715881  0.77004624  0.65027101  1
  Na  Na1  1  0.79974854  0.71623087  0.03824120  1
  Na  Na2  1  0.20025146  0.28376913  0.96175880  1
  Na  Na3  1  0.98284119  0.22995376  0.34972899  1
  Co  Co4  1  0.66298497  0.15070023  0.67406576  1
  Co  Co5  1  0.33701503  0.84929977  0.32593424  1
  O  O6  1  0.80466027  0.06564477  0.91139192  1
  O  O7  1  0.82876083  0.41989360  0.69502850  1
  O  O8  1  0.68284719  0.90666171  0.38553070  1
  O  O9  1  0.31715281  0.09333829  0.61446930  1
  O  O10  1  0.17123917  0.58010640  0.30497150  1
  O  O11  1  0.19533973  0.93435523  0.08860808  1
"
mp-1095788,Y2AlAg,0.1,0.1,0.0,False,71,Orthorhombic,"# generated using pymatgen
data_Y2AlAg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   12.17565238
_cell_length_b   12.17565238
_cell_length_c   12.17565238
_cell_angle_alpha   122.02780821
_cell_angle_beta   118.97330988
_cell_angle_gamma   89.15583414
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2AlAg
_chemical_formula_sum   'Y2 Al1 Ag1'
_cell_volume   1265.37483090
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000000  0.24534700  0.24534700  1
  Y  Y1  1  0.00000000  0.75465300  0.75465300  1
  Al  Al2  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag3  1  0.00000000  0.50000000  0.50000000  1
"
mp-761114,Li2Fe2Cu(PO4)3,0.1,0.1,0.0,False,5,Monoclinic,"# generated using pymatgen
data_Li2Fe2Cu(PO4)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.49602635
_cell_length_b   8.49602635
_cell_length_c   8.50986439
_cell_angle_alpha   61.07383926
_cell_angle_beta   61.07383926
_cell_angle_gamma   61.37496546
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2Fe2Cu(PO4)3
_chemical_formula_sum   'Li4 Fe4 Cu2 P6 O24'
_cell_volume   445.81608011
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.64353500  0.35646500  0.50000000  1
  Li  Li1  1  0.35037200  0.64962800  0.00000000  1
  Li  Li2  1  0.74980300  0.85059300  0.39965700  1
  Li  Li3  1  0.14940700  0.25019700  0.60034300  1
  Fe  Fe4  1  0.64374900  0.14207500  0.88966000  1
  Fe  Fe5  1  0.85792500  0.35625100  0.11034000  1
  Fe  Fe6  1  0.14668700  0.65047500  0.39774600  1
  Fe  Fe7  1  0.34952500  0.85331300  0.60225400  1
  Cu  Cu8  1  0.50028500  0.99227500  0.76272200  1
  Cu  Cu9  1  0.00772500  0.49971500  0.23727800  1
  P  P10  1  0.24771200  0.44861900  0.80367700  1
  P  P11  1  0.55138100  0.75228800  0.19632300  1
  P  P12  1  0.94980400  0.05019600  0.50000000  1
  P  P13  1  0.03280900  0.96719100  0.00000000  1
  P  P14  1  0.46606700  0.25041500  0.28590800  1
  P  P15  1  0.74958500  0.53393300  0.71409200  1
  O  O16  1  0.79979900  0.49566800  0.88033600  1
  O  O17  1  0.00293700  0.12629000  0.05700400  1
  O  O18  1  0.42514400  0.26480700  0.80200000  1
  O  O19  1  0.62452000  0.30326500  0.26946400  1
  O  O20  1  0.30210700  0.61133700  0.77399800  1
  O  O21  1  0.08234900  0.42925700  0.99530100  1
  O  O22  1  0.57074300  0.91765100  0.00469900  1
  O  O23  1  0.73519300  0.57485600  0.19800000  1
  O  O24  1  0.87371000  0.99706300  0.94299600  1
  O  O25  1  0.92562100  0.24626800  0.33765600  1
  O  O26  1  0.23114500  0.94334700  0.83972800  1
  O  O27  1  0.50433200  0.20020100  0.11966400  1
  O  O28  1  0.52028000  0.80637500  0.35953200  1
  O  O29  1  0.75373200  0.07437900  0.66234400  1
  O  O30  1  0.05665300  0.76885500  0.16027200  1
  O  O31  1  0.10881100  0.02447400  0.55525500  1
  O  O32  1  0.26969400  0.41079600  0.30793900  1
  O  O33  1  0.44001200  0.08990500  0.48305000  1
  O  O34  1  0.91009500  0.55998800  0.51695000  1
  O  O35  1  0.69673500  0.37548000  0.73053600  1
  O  O36  1  0.38866300  0.69789300  0.22600200  1
  O  O37  1  0.58920400  0.73030600  0.69206100  1
  O  O38  1  0.97552600  0.89118900  0.44474500  1
  O  O39  1  0.19362500  0.47972000  0.64046800  1
"
mp-1096019,Sc2InOs,0.10009999999999901,0.10009999999999901,0.0,False,71,Orthorhombic,"# generated using pymatgen
data_Sc2InOs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   11.65569104
_cell_length_b   11.65569104
_cell_length_c   11.65569104
_cell_angle_alpha   126.47436112
_cell_angle_beta   117.91131548
_cell_angle_gamma   86.41281145
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2InOs
_chemical_formula_sum   'Sc2 In1 Os1'
_cell_volume   1072.10117050
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00000000  0.28628800  0.28628800  1
  Sc  Sc1  1  0.00000000  0.71371200  0.71371200  1
  In  In2  1  0.00000000  0.00000000  0.00000000  1
  Os  Os3  1  0.00000000  0.50000000  0.50000000  1
"
mp-1212694,HPtN5Cl4,0.10009999999999901,0.10009999999999901,0.0,False,160,Trigonal,"# generated using pymatgen
data_HPtN5Cl4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   11.25045219
_cell_length_b   11.25045219
_cell_length_c   11.25045263
_cell_angle_alpha   115.02496498
_cell_angle_beta   115.02496498
_cell_angle_gamma   115.02496781
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HPtN5Cl4
_chemical_formula_sum   'H3 Pt3 N15 Cl12'
_cell_volume   795.13739534
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  H  H0  1  0.09984700  0.09984700  0.79768100  1
  H  H1  1  0.79768100  0.09984700  0.09984700  1
  H  H2  1  0.09984700  0.79768100  0.09984700  1
  Pt  Pt3  1  0.28226800  0.28226800  0.64731900  1
  Pt  Pt4  1  0.64731900  0.28226800  0.28226800  1
  Pt  Pt5  1  0.28226800  0.64731900  0.28226800  1
  N  N6  1  0.26515200  0.76855500  0.43095100  1
  N  N7  1  0.43095100  0.26515200  0.76855500  1
  N  N8  1  0.76855500  0.26515200  0.43095100  1
  N  N9  1  0.76855500  0.43095100  0.26515200  1
  N  N10  1  0.26515200  0.43095100  0.76855500  1
  N  N11  1  0.43095100  0.76855500  0.26515200  1
  N  N12  1  0.06899500  0.06899500  0.59689000  1
  N  N13  1  0.59689000  0.06899500  0.06899500  1
  N  N14  1  0.06899500  0.59689000  0.06899500  1
  N  N15  1  0.63119000  0.63119000  0.13915500  1
  N  N16  1  0.13915500  0.63119000  0.63119000  1
  N  N17  1  0.63119000  0.13915500  0.63119000  1
  N  N18  1  0.09169600  0.09169600  0.38476600  1
  N  N19  1  0.38476600  0.09169600  0.09169600  1
  N  N20  1  0.09169600  0.38476600  0.09169600  1
  Cl  Cl21  1  0.60590800  0.60590800  0.25816400  1
  Cl  Cl22  1  0.25816400  0.60590800  0.60590800  1
  Cl  Cl23  1  0.60590800  0.25816400  0.60590800  1
  Cl  Cl24  1  0.51665600  0.51665600  0.70313900  1
  Cl  Cl25  1  0.70313900  0.51665600  0.51665600  1
  Cl  Cl26  1  0.51665600  0.70313900  0.51665600  1
  Cl  Cl27  1  0.18229800  0.03621100  0.73872600  1
  Cl  Cl28  1  0.73872600  0.18229800  0.03621100  1
  Cl  Cl29  1  0.03621100  0.18229800  0.73872600  1
  Cl  Cl30  1  0.03621100  0.73872600  0.18229800  1
  Cl  Cl31  1  0.18229800  0.73872600  0.03621100  1
  Cl  Cl32  1  0.73872600  0.03621100  0.18229800  1
"
mp-2224736,Rb4Mg(CoO3)2,0.10009999999999901,0.10009999999999901,0.0,False,8,Monoclinic,"# generated using pymatgen
data_Rb4Mg(CoO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.48742072
_cell_length_b   6.48742145
_cell_length_c   5.91059713
_cell_angle_alpha   93.06530114
_cell_angle_beta   93.06530086
_cell_angle_gamma   108.58715685
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb4Mg(CoO3)2
_chemical_formula_sum   'Rb4 Mg1 Co2 O6'
_cell_volume   234.79017552
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.10557600  0.49044800  0.77306200  1
  Rb  Rb1  1  0.51227500  0.88688600  0.23078700  1
  Rb  Rb2  1  0.49044800  0.10557600  0.77306200  1
  Rb  Rb3  1  0.88688600  0.51227500  0.23078700  1
  Mg  Mg4  1  0.48233300  0.48233300  0.49380700  1
  Co  Co5  1  0.07548500  0.07548500  0.24332100  1
  Co  Co6  1  0.92563500  0.92563500  0.73413300  1
  O  O7  1  0.11860700  0.87526700  0.99176900  1
  O  O8  1  0.12803900  0.88453900  0.49229500  1
  O  O9  1  0.32887200  0.32887200  0.23641300  1
  O  O10  1  0.67145500  0.67145500  0.70899500  1
  O  O11  1  0.87526700  0.11860700  0.99176900  1
  O  O12  1  0.88453900  0.12803900  0.49229500  1
"
mp-675446,NaRuO2,0.10020000000000001,0.10020000000000001,0.0,False,1,Triclinic,"# generated using pymatgen
data_NaRuO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.25726000
_cell_length_b   5.06100559
_cell_length_c   5.69188916
_cell_angle_alpha   103.97647197
_cell_angle_beta   91.46610286
_cell_angle_gamma   90.02763463
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaRuO2
_chemical_formula_sum   'Na2 Ru2 O4'
_cell_volume   91.02103836
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.59768400  0.85916700  0.99045800  1
  Na  Na1  1  0.09434600  0.36046200  0.98434200  1
  Ru  Ru2  1  0.07661900  0.54084200  0.50019300  1
  Ru  Ru3  1  0.57597100  0.01455300  0.50805900  1
  O  O4  1  0.58476000  0.43129900  0.69014200  1
  O  O5  1  0.08514700  0.94001700  0.71597500  1
  O  O6  1  0.06782800  0.12420900  0.31837200  1
  O  O7  1  0.56889600  0.61289800  0.29155500  1
"
mp-1041181,MgSn3P3O13,0.10020000000000001,0.10020000000000001,0.0,False,11,Monoclinic,"# generated using pymatgen
data_MgSn3P3O13
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.82133800
_cell_length_b   7.86694300
_cell_length_c   10.48996759
_cell_angle_alpha   82.41761764
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSn3P3O13
_chemical_formula_sum   'Mg2 Sn6 P6 O26'
_cell_volume   558.00182449
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.75000000  0.43553900  0.22526400  1
  Mg  Mg1  1  0.25000000  0.56446100  0.77473600  1
  Sn  Sn2  1  0.25000000  0.68394800  0.25665700  1
  Sn  Sn3  1  0.75000000  0.31605200  0.74334300  1
  Sn  Sn4  1  0.25000000  0.19699900  0.39263400  1
  Sn  Sn5  1  0.50000000  0.00000000  0.00000000  1
  Sn  Sn6  1  0.75000000  0.80300100  0.60736600  1
  Sn  Sn7  1  0.00000000  0.00000000  0.00000000  1
  P  P8  1  0.25000000  0.69546500  0.52301300  1
  P  P9  1  0.75000000  0.30453500  0.47698700  1
  P  P10  1  0.25000000  0.21018500  0.73042800  1
  P  P11  1  0.75000000  0.78981500  0.26957200  1
  P  P12  1  0.75000000  0.64899100  0.92734000  1
  P  P13  1  0.25000000  0.35100900  0.07266000  1
  O  O14  1  0.75000000  0.55377500  0.80223200  1
  O  O15  1  0.57473200  0.31064800  0.38267100  1
  O  O16  1  0.25000000  0.12667600  0.60784200  1
  O  O17  1  0.56261400  0.76372700  0.91257700  1
  O  O18  1  0.75000000  0.46045200  0.55799100  1
  O  O19  1  0.75000000  0.12442400  0.89362600  1
  O  O20  1  0.25000000  0.53954800  0.44200900  1
  O  O21  1  0.06261400  0.23627300  0.08742300  1
  O  O22  1  0.25000000  0.84870300  0.41057900  1
  O  O23  1  0.75000000  0.15129700  0.58942100  1
  O  O24  1  0.07135600  0.33340200  0.74105200  1
  O  O25  1  0.25000000  0.87557600  0.10637400  1
  O  O26  1  0.57135600  0.66659800  0.25894800  1
  O  O27  1  0.75000000  0.51644000  0.04502900  1
  O  O28  1  0.75000000  0.87332400  0.39215800  1
  O  O29  1  0.43738600  0.23627300  0.08742300  1
  O  O30  1  0.92526800  0.31064800  0.38267100  1
  O  O31  1  0.42526800  0.68935200  0.61732900  1
  O  O32  1  0.42864400  0.33340200  0.74105200  1
  O  O33  1  0.25000000  0.44622500  0.19776800  1
  O  O34  1  0.75000000  0.93182400  0.14730900  1
  O  O35  1  0.25000000  0.06817600  0.85269100  1
  O  O36  1  0.92864400  0.66659800  0.25894800  1
  O  O37  1  0.93738600  0.76372700  0.91257700  1
  O  O38  1  0.07473200  0.68935200  0.61732900  1
  O  O39  1  0.25000000  0.48356000  0.95497100  1
"
mp-1031345,Mg6TiBiO8,0.10020000000000001,0.10020000000000001,0.0,True,123,Tetragonal,"# generated using pymatgen
data_Mg6TiBiO8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.03763560
_cell_length_b   4.51976543
_cell_length_c   4.51976543
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg6TiBiO8
_chemical_formula_sum   'Mg6 Ti1 Bi1 O8'
_cell_volume   184.62334644
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  -0.00000000  0.50000000  0.50000000  1
  Mg  Mg1  1  0.50000000  0.50000000  0.50000000  1
  Mg  Mg2  1  0.23657836  0.00000000  0.50000000  1
  Mg  Mg3  1  0.76342164  -0.00000000  0.50000000  1
  Mg  Mg4  1  0.23657836  0.50000000  0.00000000  1
  Mg  Mg5  1  0.76342164  0.50000000  -0.00000000  1
  Ti  Ti6  1  -0.00000000  0.00000000  0.00000000  1
  Bi  Bi7  1  0.50000000  0.00000000  0.00000000  1
  O  O8  1  0.22894506  0.00000000  0.00000000  1
  O  O9  1  0.77105494  0.00000000  -0.00000000  1
  O  O10  1  0.24681108  0.50000000  0.50000000  1
  O  O11  1  0.75318892  0.50000000  0.50000000  1
  O  O12  1  -0.00000000  0.00000000  0.50000000  1
  O  O13  1  0.50000000  0.00000000  0.50000000  1
  O  O14  1  -0.00000000  0.50000000  0.00000000  1
  O  O15  1  0.50000000  0.50000000  0.00000000  1
"
mp-1174457,Li4MnCo2O7,0.10020000000000001,0.10020000000000001,0.0,False,2,Triclinic,"# generated using pymatgen
data_Li4MnCo2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.99594300
_cell_length_b   5.29094074
_cell_length_c   10.20495882
_cell_angle_alpha   95.43498337
_cell_angle_beta   101.68425590
_cell_angle_gamma   102.80319857
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li4MnCo2O7
_chemical_formula_sum   'Li8 Mn2 Co4 O14'
_cell_volume   254.82547643
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50000000  0.00000000  0.50000000  1
  Li  Li1  1  0.07432900  0.14422200  0.64438400  1
  Li  Li2  1  0.64284800  0.28414800  0.78887200  1
  Li  Li3  1  0.35715200  0.71585200  0.21112800  1
  Li  Li4  1  0.92567100  0.85577800  0.35561600  1
  Li  Li5  1  0.21551300  0.43129900  0.92945000  1
  Li  Li6  1  0.78448700  0.56870100  0.07055000  1
  Li  Li7  1  0.50000000  0.00000000  0.00000000  1
  Mn  Mn8  1  0.78809100  0.57580500  0.57449100  1
  Mn  Mn9  1  0.21190900  0.42419500  0.42550900  1
  Co  Co10  1  0.35858300  0.71969100  0.71766800  1
  Co  Co11  1  0.93621300  0.87181900  0.86380700  1
  Co  Co12  1  0.06378700  0.12818100  0.13619300  1
  Co  Co13  1  0.64141700  0.28030900  0.28233200  1
  O  O14  1  0.56743600  0.63600800  0.40179000  1
  O  O15  1  0.14296500  0.77873000  0.54761100  1
  O  O16  1  0.70518500  0.91992500  0.69140500  1
  O  O17  1  0.40968000  0.34514500  0.12080200  1
  O  O18  1  0.98678800  0.48681300  0.25603400  1
  O  O19  1  0.25314000  0.05124700  0.82411200  1
  O  O20  1  0.87509100  0.19899900  0.97134200  1
  O  O21  1  0.43256400  0.36399200  0.59821000  1
  O  O22  1  0.01321200  0.51318700  0.74396600  1
  O  O23  1  0.59032000  0.65485500  0.87919800  1
  O  O24  1  0.29481500  0.08007500  0.30859500  1
  O  O25  1  0.85703500  0.22127000  0.45238900  1
  O  O26  1  0.12490900  0.80100100  0.02865800  1
  O  O27  1  0.74686000  0.94875300  0.17588800  1
"
